doc_id,ano,edicao_id,pagina,modelo,job_id,gabarito_bin,modelo_classe,modelo_bin,acertou_bin
110,1999,12418,22,gemma4:e4b,3,nao_relevante,,,
115,2000,12688,6,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
117,2000,12638,11,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
118,2000,12638,10,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
119,2000,12636,23,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
120,2000,12606,3,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
121,2000,12589,1,gemma4:e4b,3,relevante,relevante,relevante,1
122,2000,12584,6,gemma4:e4b,3,relevante,,,
123,2000,12563,8,gemma4:e4b,3,nao_relevante,relevante,relevante,0
124,2001,12934,22,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
129,2001,12853,5,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
131,2001,12811,1,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
132,2001,12808,10,gemma4:e4b,3,nao_relevante,relevante,relevante,0
136,2002,13180,27,gemma4:e4b,3,nao_relevante,,,
137,2002,13180,8,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
143,2002,13170,3,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
145,2003,13407,55,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
149,2003,13332,2,gemma4:e4b,3,relevante,relevante,relevante,1
150,2003,13329,8,gemma4:e4b,3,nao_relevante,relevante,relevante,0
151,2003,13315,8,gemma4:e4b,3,nao_relevante,super_relevante,relevante,0
152,2003,13306,19,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
153,2003,13304,23,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
154,2004,13670,10,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
156,2004,13660,45,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
158,2004,13644,30,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
159,2004,13641,21,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
160,2004,13617,47,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
161,2004,13592,6,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
162,2004,13589,10,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
164,2005,13906,35,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
166,2005,13877,9,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
169,2005,13836,10,gemma4:e4b,3,nao_relevante,,,
172,2005,13827,34,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
173,2005,13827,33,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
174,2006,1210,344,gemma4:e4b,3,nao_relevante,,,
175,2006,1210,342,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
176,2006,1153,34,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
177,2006,1141,73,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
178,2006,1122,30,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
180,2006,1118,11,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
181,2006,1118,2,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
182,2006,1118,13,gemma4:e4b,3,relevante,relevante,relevante,1
183,2006,1116,34,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
184,2007,1606,53,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
187,2007,1584,47,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
188,2007,1577,18,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
189,2007,1577,17,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
190,2007,1577,99,gemma4:e4b,3,nao_relevante,relevante,relevante,0
192,2007,1570,47,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
193,2007,1563,22,gemma4:e4b,3,nao_relevante,,,
194,2008,2156,12,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
195,2008,2156,20,gemma4:e4b,3,nao_relevante,relevante,relevante,0
196,2008,2180,354,gemma4:e4b,3,nao_relevante,,,
198,2008,2152,8,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
199,2008,2152,16,gemma4:e4b,3,relevante,,,
201,2008,2149,35,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
202,2008,2148,2,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
203,2008,2148,16,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
146,2003,13397,24,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
138,2002,13180,6,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
139,2002,13180,41,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
140,2002,13173,39,gemma4:e4b,3,relevante,super_relevante,relevante,1
144,2003,13426,51,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
147,2003,13361,12,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
148,2003,13361,8,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
155,2004,13662,71,gemma4:e4b,3,relevante,,,
157,2004,13657,7,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
163,2004,13553,35,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
165,2005,13891,28,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
167,2005,13872,9,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
170,2005,13829,14,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
171,2005,13828,19,gemma4:e4b,3,relevante,relevante,relevante,1
179,2006,1120,35,gemma4:e4b,3,relevante,relevante,relevante,1
185,2007,1606,2,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
186,2007,1597,37,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
191,2007,1573,32,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
197,2008,2153,284,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
200,2008,2150,19,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
