classificacao_id,busca_id,termo,modelo_ia,doc_id,ano,edicao,pagina,classificacao,tipo_ato,justificativa,com_contexto,paginas_contexto,tokens_input,tokens_output,created_at,resposta_crua
295,3,Formação profissional,gemma4:e4b,95,1998,12164,19,super_relevante,Resolucao,"A resolução autoriza o funcionamento do Curso de Auxiliar de Enfermagem, um curso profissionalizante de nível médio, e trata de sua regulamentação e vigência.",False,19,4040,65,2026-06-16T09:14:54.439774+00:00,"{""classificacao"": ""super_relevante"", ""tipo_ato"": ""Resolucao"", ""justificativa"": ""A resolução autoriza o funcionamento do Curso de Auxiliar de Enfermagem, um curso profissionalizante de nível médio, e trata de sua regulamentação e vigência.""}"
296,3,Formação profissional,gemma4:e4b,96,1998,12156,19,irrelevante,Outro - Conteúdo educacional/apostila,"O texto é material didático/apostila de conteúdo técnico/clínico (Enfermagem) e não um ato normativo (lei, decreto, portaria, etc.) do Diário Oficial que regule ou crie um curso ou instituição.",False,19,3974,87,2026-06-16T09:15:14.988125+00:00,"{""classificacao"": ""irrelevante"", ""tipo_ato"": ""Outro - Conteúdo educacional/apostila"", ""justificativa"": ""O texto é material didático/apostila de conteúdo técnico/clínico (Enfermagem) e não um ato normativo (lei, decreto, portaria, etc.) do Diário Oficial que regule ou crie um curso ou instituição.""}"
297,3,Formação profissional,gemma4:e4b,97,1998,12153,28,relevante,Estatuto,"O artigo 3º menciona como um de seus objetivos a 'formação técnico-profissionalial dos quadros dirigentes e sócios' e 'para a formação profissional', tratando diretamente do escopo de educação profissional.",False,28,3745,71,2026-06-16T09:15:48.300316+00:00,"{""classificacao"": ""relevante"", ""tipo_ato"": ""Estatuto"", ""justificativa"": ""O artigo 3º menciona como um de seus objetivos a 'formação técnico-profissionalial dos quadros dirigentes e sócios' e 'para a formação profissional', tratando diretamente do escopo de educação profissional.""}"
298,3,Formação profissional,gemma4:e4b,98,1998,12096,2,duvidoso,,,True,"1,2,3,4",4096,498,2026-06-16T09:16:53.143985+00:00,"```json
{
  ""eventi"": [
    {
      ""data"": ""1998"",
      ""acao"": ""Nenhuma data específica encontrada para eventos gerais, apenas registros de nomeações e alterações de cargos em diferentes datas no ano de 1998."",
      ""detalhes"": [
        {
          ""tipo"": ""Nomeacao/Alteracao de Cargo"",
          ""nome"": ""Paulo Vitor de Almeida"",
          ""cargo"": ""Secretário de Estado da Educação"",
          ""data_registro"": ""Não especificada, mas em 1998"",
          ""observacoes"": ""Implícito em registros de nomeações governamentais.""
        },
        {
          ""tipo"": ""Nomeacao/Alteracao de Cargo"",
          ""nome"": ""Paulo Vitor de Almeida"",
          ""cargo"": ""Secretário de Estado da Educação"",
          ""data_registro"": ""Não especificada, mas em 1998"",
          ""observacoes"": ""Múltiplos registros indicam permanência ou transição neste cargo.""
        },
        {
          ""tipo"": ""Nomeacao/Alteracao de Cargo"",
          ""nome"": ""Flávio César Lopes"",
          ""cargo"": ""Secretário de Estado da Cultura"",
          ""data_registro"": ""Não especificada, mas em 1998"",
          ""observacoes"": ""Implícito em registros de nomeações governamentais.""
        },
        {
          ""tipo"": ""Nomeacao/Alteracao de Cargo"",
          ""nome"": ""Adriano Luiz Pereira"",
          ""cargo"": ""Secretário de Estado da Fazenda"",
          ""data_registro"": ""Não especificada, mas em 1998"",
          ""observacoes"": ""Implícito em registros de nomeações governamentais.""
        },
        {
          ""tipo"": ""Nomeacao/Alteracao de Cargo"",
          ""nome"": ""Flávio César Lopes"",
          ""cargo"": ""Secretário de Estado da Cultura"",
          ""data_registro"": ""Não especificada, mas em 1998"",
          ""observacoes"": ""Reafirmação ou continuidade do cargo.""
        }
      ]
    }
  ]
}
```"
299,3,Formação profissional,gemma4:e4b,99,1998,12088,21,super_relevante,Resolucao,"Autoriza o funcionamento do Curso Tecnico de Enfermagem, Nivel Medio, na Funcao Qualificagao Profissional (curso técnico/profissionalizante) e, em outra parte do ato, prorroga a autorização de funcionamento do Curso Tecnico em Transagoes Imobiliarias (curso técnico/profissionalizante).",False,21,3921,98,2026-06-16T09:17:44.272832+00:00,"{""classificacao"": ""super_relevante"", ""tipo_ato"": ""Resolucao"", ""justificativa"": ""Autoriza o funcionamento do Curso Tecnico de Enfermagem, Nivel Medio, na Funcao Qualificagao Profissional (curso técnico/profissionalizante) e, em outra parte do ato, prorroga a autorização de funcionamento do Curso Tecnico em Transagoes Imobiliarias (curso técnico/profissionalizante).""}"
300,3,Formação profissional,gemma4:e4b,100,1998,12086,3,duvidoso,,,False,3,4096,79,2026-06-16T09:18:00.370098+00:00,"{""resp"": ""Este trecho de texto não contém informações suficientes sobre um tópico específico, mas há menções a eventos e documentos relacionados a educação e administração, como registros e processos de órgãos públicos. Não é possível determinar um tema central ou executar uma tarefa específica sem um foco mais claro. Sugerimos refinar a sua solicitação ou fornecer mais contexto para uma análise mais precisa.""}"
301,3,Formação profissional,gemma4:e4b,101,1998,12081,62,duvidoso,,,False,62,4096,141,2026-06-16T09:18:19.969060+00:00,"{""is_relevant"": false, ""reason"": ""The document mentions 'ESTADO DE MATO GROSSO' but this is the name of a state/region, not the specific context of a relevant topic based on the provided examples or general understanding. The main text is a compilation of various announcements, legal notices, and agreements from different entities, making it a highly heterogeneous mix of unrelated content. The relevance assessment focuses on whether the document is a cohesive piece of information related to a specific domain or topic. Given the multitude of unrelated notices (e.g., property sales, decrees, minutes of meetings), it is not contextually relevant to a single, unifying theme without further clarification.""}"
302,3,Formação profissional,gemma4:e4b,103,1998,12079,47,duvidoso,,,True,"47,48",4096,78,2026-06-16T09:19:07.329986+00:00,"{""resumo"": ""O edital estabelece as regras e procedimentos para o concurso público, detalhando fases como inscrição, provas e etapas subsequentes. É abordada a necessidade de apresentação de documentação específica e o cumprimento de requisitos para os cargos. O documento é fundamental para os candidatos que desejam participar da seleção."", ""tipo_analise"": ""Resumo Informativo""}"
303,3,Formação profissional,gemma4:e4b,104,1999,12446,33,duvidoso,,,False,33,4096,192,2026-06-16T09:19:33.732134+00:00,"{""resumo"": ""O documento contém diversas portarias e resoluções relativas ao sistema educacional, abrangendo diferentes níveis e modalidades de ensino. Os pontos principais incluem: \n\n1. **Reconhecimento e Credenciamento:** Há menção a atos que visam regular o credenciamento e o reconhecimento de instituições e cursos (exemplificado por referências a atos de autarquias e órgãos de ensino).\n2. **Cursos e Níveis:** São tratados diferentes níveis de ensino, como ensino médio e cursos técnicos/profissionais, indicando a fiscalização e regulamentação dessas ofertas.\n3. **Normatização:** Várias normativas visam padronizar procedimentos, processos de avaliação e a relação entre diferentes esferas de ensino.\n\nEm suma, o texto compila um conjunto de atos administrativos de cunho regulatório e normativo para o setor educacional.""}"
304,3,Formação profissional,gemma4:e4b,105,1999,12434,5,duvidoso,,,False,5,4096,493,2026-06-16T09:20:04.426945+00:00,"```json
{
  ""document_analysis"": {
    ""summary"": ""O texto é um compilado de diversos documentos administrativos e normativos, emitidos entre 1999 e 2000, que tratam de temas variados como: 1) Documentos de natureza tributária e comercial (venda de mercadorias, processos judiciais); 2) Regulamentações de serviços e atividades (documentos de registro e acompanhamento); 3) Normativas de infraestrutura e logística (documentação de transporte e obras); 4) Legislações e portarias administrativas (mudanças de regras e procedimentos); e 5) Diversas comunicações institucionais (convites, agradecimentos e atas). O conteúdo é altamente fragmentado, sem um tema central único, mas demonstra a circulação de documentos burocráticos típicos de um órgão ou processo administrativo complexo.""
  },
  ""key_themes"": [
    ""Burocracia e Documentação Administrativa"",
    ""Transações Comerciais e Tributárias"",
    ""Regulamentações de Serviços/Atividades"",
    ""Processos de Licenciamento e Vistorias""
  ],
  ""document_types_identified"": [
    ""Termos de Venda/Compromisso (Ex: Compra e Venda)"",
    ""Comunicados Oficiais (Ex: Agradecimentos, Convites)"",
    ""Atas ou Relatórios (Ex: Processos em andamento)"",
    ""Normativas Técnicas/Legais (Ex: Regulamentos de serviço)"",
    ""Documentos de Controle de Atividades (Ex: Registros de visitação)""
  ],
  ""suggested_actions"": [
    ""Se o objetivo é entender o contexto legal de alguma transação específica, é necessário isolar o trecho pertinente (Ex: o trecho que fala sobre a venda de mercadorias ou o trecho sobre o processo judicial)."",
    ""Devido à natureza fragmentada, sugerir a organização dos documentos por data ou por tema para melhor análise."",
    ""Considerar que a maioria dos textos estão em caráter informativo/documental, exigindo um contexto externo (ex: saber qual era o processo ou órgão emissor) para uma conclusão precisa.""
  ]
}
```"
305,3,Formação profissional,gemma4:e4b,106,1999,12426,21,duvidoso,,,False,21,4096,101,2026-06-16T09:20:27.049093+00:00,"{""is_relevant"": true,""relevant_keywords"": [""Educação"",""Formação Profissional"",""Qualificação""], ""confidence"": 0.9,""comment"": ""O texto descreve a contratação de serviços de formação e qualificação em diversas oportunidades (em termos de 'cursos' e 'programas'), o que é altamente relevante para os tópicos de Educação e Formação Profissional. A menção a 'cursos' sugere um contexto de desenvolvimento de habilidades.""}"
306,3,Formação profissional,gemma4:e4b,108,1999,12418,24,duvidoso,,,False,24,4096,60,2026-06-16T09:21:21.430472+00:00,"{""text"": ""A análise do texto revela uma concentração de menções a termos como \""Educação\"", \""Estudos\"", \""Aprendizagem\"", \""Formação\"", e detalhes de processos de ensino/aprendizagem, sugerindo um foco em conteúdo educacional ou pedagógico.""}"
307,3,Formação profissional,gemma4:e4b,109,1999,12418,23,duvidoso,,,True,"22,23",4096,1040,2026-06-16T09:22:09.660238+00:00,"```json
{
  ""page_1"": {
    ""tipo_documento"": ""Publicação em Diário Oficial"",
    ""dados_principais"": {
      ""instituicao"": ""Secretaria de Justiça e Direitos Humanos (SEJUS) - Estado do Mato Grosso"",
      ""data"": ""29/06/1999"",
      ""assunto"": ""Dispensa de Licitação de Serviços e Fornecimentos""
    },
    ""detalhes_dispensa"": [
      {
        ""numero_dispensa"": ""002/99"",
        ""objetivo"": ""Contratação de Serviços de Consultoria Especializada"",
        ""fornecedor"": ""N/A (Não especificado o nome completo do fornecedor)"",
        ""valor_estimado"": ""R$ 2.000,00 (dois mil reais)"",
        ""periodo"": ""29/06/99 a 29/07/99"",
        ""disposicao"": ""Dispensa de Licitação por valor reduzido (até 10 salários mínimos).""
      }
    ]
  },
  ""page_2"": {
    ""tipo_documento"": ""Publicação em Diário Oficial"",
    ""dados_principais"": {
      ""instituicao"": ""Secretaria de Justiça e Direitos Humanos (SEJUS) - Estado do Mato Grosso"",
      ""data"": ""02/07/1999"",
      ""assunto"": ""Dispensa de Licitação de Serviços e Fornecimentos""
    },
    ""detalhes_dispensa"": [
      {
        ""numero_dispensa"": ""001/99"",
        ""objetivo"": ""Contratação de Serviços de Assessoria e Consultoria"",
        ""fornecedor"": ""N/A"",
        ""valor_estimado"": ""R$ 1.200,00 (mil e duzentos reais)"",
        ""periodo"": ""02/07/99 a 02/07/99"",
        ""disposicao"": ""Dispensa de Licitação por valor reduzido.""
      }
    ]
  },
  ""page_3"": {
    ""tipo_documento"": ""Publicação em Diário Oficial"",
    ""dados_principais"": {
      ""instituicao"": ""Diário Oficial do Estado do Mato Grosso"",
      ""data"": ""24/07/1999"",
      ""assunto"": ""Disposições Gerais""
    },
    ""detalhes_dispensa"": []
  },
  ""page_4"": {
    ""tipo_documento"": ""Publicação em Diário Oficial"",
    ""dados_principais"": {
      ""instituicao"": ""Diário Oficial do Estado do Mato Grosso"",
      ""data"": ""22/07/1999"",
      ""assunto"": ""Dispensa de Licitação""
    },
    ""detalhes_dispensa"": [
      {
        ""numero_dispensa"": ""003/99"",
        ""objetivo"": ""Fornecimento de Material de Escritório"",
        ""fornecedor"": ""N/A"",
        ""valor_estimado"": ""R$ 800,00"",
        ""periodo"": ""A ser executado"",
        ""disposicao"": ""Dispensa de Licitação por valor reduzido.""
      }
    ]
  },
  ""page_5"": {
    ""tipo_documento"": ""Transcrições de Publicações em Diário Oficial (Formatado)"",
    ""dados_principais"": {
      ""instituicao"": ""Diversas (Jurisdição Estaduais/Federais, foco em Educação/Serviços)"",
      ""data"": ""Variadas (Ex: 2000-2004)"",
      ""assunto"": ""Dispensa de Licitação ou Contratação de Serviços/Fornecimentos (Em formato legal/técnico)""
    },
    ""detalhes_dispensa"": [
      {
        ""tipo"": ""Processo Administrativo"",
        ""referencia"": ""SEJUS/MT (Exemplo, não se confirma o número exato)"",
        ""descricao"": ""Dispensa de licitação para serviços de natureza técnica/consultoria em diferentes datas."",
        ""observacao"": ""O restante do texto é uma transposição de documentos legais de diferentes anos e contextos, sem um padrão único de dispensa de licitação.""
      }
    ]
  }
}
```"
308,3,Formação profissional,gemma4:e4b,111,1999,12417,25,relevante,Outro - Extrato de Contrato de Prestação de Serviços,"Trata da execução de ações de Educação Profissional e de programa de cursos para desocupados, conforme o escopo.",False,25,3727,64,2026-06-16T09:23:04.075335+00:00,"{""classificacao"": ""relevante"", ""tipo_ato"": ""Outro - Extrato de Contrato de Prestação de Serviços"", ""justificativa"": ""Trata da execução de ações de Educação Profissional e de programa de cursos para desocupados, conforme o escopo.""}"
309,3,Formação profissional,gemma4:e4b,112,1999,12417,24,relevante,Outro - Contrato,Contrato de prestação de serviços técnicos especializados focado em ações de Educação Profissional e Plano Estadual de Educação Profissional.,False,24,3556,57,2026-06-16T09:23:24.631645+00:00,"{""classificacao"": ""relevante"", ""tipo_ato"": ""Outro - Contrato"", ""justificativa"": ""Contrato de prestação de serviços técnicos especializados focado em ações de Educação Profissional e Plano Estadual de Educação Profissional.""}"
310,3,Formação profissional,gemma4:e4b,113,1999,12405,9,duvidoso,,,False,9,4096,116,2026-06-16T09:23:56.599437+00:00,"{""resp"": ""O texto descreve vários contratos e termos de serviço relacionados à oferta de serviços profissionais em diferentes épocas e contextos. O foco principal é em atividades de consultoria e desenvolvimento, abordando aspectos de planejamento, execução de projetos e relacionamento comercial. A análise aponta para a necessidade de um acompanhamento jurídico contínuo para garantir a conformidade e a otimização dos resultados. Portanto, a retenção de um escritório jurídico é recomendada para dar suporte jurídico completo e estratégico, mitigando riscos e assegurando o sucesso dos empreendimentos futuros.""}"
311,3,Formação profissional,gemma4:e4b,114,2000,12691,4,duvidoso,,,False,4,4096,128,2026-06-16T09:24:20.591527+00:00,"{""resultado"": ""O trecho contém diversas menções a investimentos e projetos educacionais, especificamente no contexto de melhorias em infraestrutura e desenvolvimento de ensino, como a 'ESTABELECIMENTO', 'ESCOLA', e menções a setores de educação em geral. No entanto, não há um trecho específico que funcione como um foco central de um único tipo de atividade ou um programa claramente definido que necessite de um título único e direto, além da natureza geral do investimento em educação. Portanto, o título mais apropriado é aquele que abrange o tema geral dos investimentos em melhorias para o setor educacional.""}"
312,3,Formação profissional,gemma4:e4b,115,2000,12688,6,duvidoso,,,False,6,4096,88,2026-06-16T09:25:05.922127+00:00,"{""resultado"": ""A análise do texto fornecido revela que os trechos abordam primariamente atos administrativos relacionados a aposentadorias e movimentações de servidores públicos. Não há menção direta ou foco em um edital de curso, programa educacional, ou processo de matrícula. O termo 'Treinamento' não é empregado. Dessa forma, não é possível realizar a classificação solicitada com base no conteúdo apresentado.""}"
313,3,Formação profissional,gemma4:e4b,116,2000,12672,10,duvidoso,,,True,"9,10",4096,262,2026-06-16T09:25:54.377884+00:00,"```json
{
  ""data_analisada"": ""Documentos PDF de diferentes fontes, relacionados a decretos e alterações orçamentárias do Estado de Mato Grosso do Sul, com foco em anos e temas variados."",
  ""temas_principais"": [
    ""Alterações orçamentárias e financeira"",
    ""Estruturação e financiamento de órgãos públicos"",
    ""Educação e desenvolvimento regional""
  ],
  ""entidades_mencionadas"": [
    ""Governo do Estado de Mato Grosso do Sul"",
    ""Secretarias Estaduais""
  ],
  ""detalhes_observados"": [
    ""Múltiplas datas e legislações indicam um histórico de ajustes fiscais."",
    ""Referências a códigos orçamentários e fontes de receita/despesa."",
    ""Variações nos valores e nas rubricas orçamentárias sugerem readequações administrativas contínuas.""
  ],
  ""conclusao_geral"": ""Os documentos constituem um acervo legislativo/financeiro complexo, indicando um monitoramento detalhado dos recursos públicos do Estado de MS ao longo do tempo.""
}
```"
314,3,Formação profissional,gemma4:e4b,117,2000,12638,11,duvidoso,,,True,"10,11",4096,165,2026-06-16T09:26:16.114380+00:00,"{
  ""ato"": ""Aviso de licitação"",
  ""detalhes"": {
    ""tipo_evento"": ""Licitação"",
    ""data_evento"": ""Não especificada"",
    ""objeto_licitacao"": ""Não especificado"",
    ""modalidade_licitacao"": ""Não especificada"",
    ""local_licitacao"": ""Não especificado"",
    ""responsavel"": ""Vários órgãos/Entidades""
  },
  ""fonte"": ""Jornais/Publicações Oficiais"",
  ""observacoes"": ""O material contém múltiplos avisos de licitação e edital de pregão eletrônico, com diferentes objetos, datas e órgãos responsáveis, indicando um compilado de informações públicas.""
}"
315,3,Formação profissional,gemma4:e4b,118,2000,12638,10,irrelevante,Outro - Aviso de Licitacao,"O ato trata exclusivamente de licitação para aquisição de equipamentos para os Centros de Formação Profissional (CENFOR), não regulamentando, criando ou autorizando diretamente cursos ou instituições de ensino, sendo mera menção tangencial de cunho administrativo/financeiro.",False,10,3787,90,2026-06-16T09:26:34.677798+00:00,"{""classificacao"": ""irrelevante"", ""tipo_ato"": ""Outro - Aviso de Licitacao"", ""justificativa"": ""O ato trata exclusivamente de licitação para aquisição de equipamentos para os Centros de Formação Profissional (CENFOR), não regulamentando, criando ou autorizando diretamente cursos ou instituições de ensino, sendo mera menção tangencial de cunho administrativo/financeiro.""}"
316,3,Formação profissional,gemma4:e4b,119,2000,12636,23,duvidoso,,,True,"23,24",4096,256,2026-06-16T09:27:17.544101+00:00,"```json
{
  ""texto"": ""Art. 14. Os sistemas de ensino devem adotar medidas para garantir a oferta de educação básica em todas as modalidades, respeitando as particularidades regionais e étnicas. Parágrafo único. Os sistemas de ensino devem fomentar a valorização cultural e linguística das comunidades tradicionais, incorporando seus saberes e conhecimentos ao currículo escolar."",
  ""analise"": {
    ""tema"": ""Educação Básica e Diversidade Cultural"",
    ""regras_violadas"": [
      {
        ""regra"": ""Não deve tratar de assuntos jurídicos ou normativos."",
        ""violação"": ""O texto é de natureza normativa, utilizando termos como 'devem adotar medidas', 'devem fomentar', o que o enquadra em um caráter legal ou regulatório.""
      }
    ],
    ""sugestao_de_reescrita"": ""Focar em descrições de práticas educativas, exemplos de atividades culturais ou relatos sobre a importância da integração de saberes, evitando termos imperativos ou de obrigação legal como 'devem' e 'garantir a oferta'.""
  }
}
```"
317,3,Formação profissional,gemma4:e4b,120,2000,12606,3,irrelevante,Decreto,"O ato trata apenas da abertura de créditos suplementares e reforço de dotações orçamentárias para diferentes fins (infraestrutura, educação geral, etc.), sem regulamentar, autorizar ou criar cursos ou instituições de educação profissional/técnica específica.",False,3,3083,80,2026-06-16T09:27:38.198361+00:00,"{""classificacao"": ""irrelevante"", ""tipo_ato"": ""Decreto"", ""justificativa"": ""O ato trata apenas da abertura de créditos suplementares e reforço de dotações orçamentárias para diferentes fins (infraestrutura, educação geral, etc.), sem regulamentar, autorizar ou criar cursos ou instituições de educação profissional/técnica específica.""}"
318,3,Formação profissional,gemma4:e4b,121,2000,12589,1,relevante,Decreto,Ato que abre crédito suplementar destinado à implantação de centros de formação profissional em cidades específicas (Diamantino e Tangará Serra).,False,1,3719,56,2026-06-16T09:27:53.928746+00:00,"{""classificacao"": ""relevante"", ""tipo_ato"": ""Decreto"", ""justificativa"": ""Ato que abre crédito suplementar destinado à implantação de centros de formação profissional em cidades específicas (Diamantino e Tangará Serra).""}"
319,3,Formação profissional,gemma4:e4b,123,2000,12563,8,relevante,Resolucao,"A resolução exonera um gerente da 'Gerencia de Formacao Tecnica Profissional, da Escola de Formacao FazET', tratando diretamente de uma instituição/função ligada à formação técnica profissional.",False,8,3235,70,2026-06-16T09:28:43.135117+00:00,"{""classificacao"": ""relevante"", ""tipo_ato"": ""Resolucao"", ""justificativa"": ""A resolução exonera um gerente da 'Gerencia de Formacao Tecnica Profissional, da Escola de Formacao FazET', tratando diretamente de uma instituição/função ligada à formação técnica profissional.""}"
320,3,Formação profissional,gemma4:e4b,124,2001,12934,22,duvidoso,,,False,22,4096,17,2026-06-16T09:29:00.137325+00:00,"{""res"": ""3.0"", ""text"": ""120""}"
321,3,Formação profissional,gemma4:e4b,125,2001,12911,21,duvidoso,,,False,21,4096,117,2026-06-16T09:29:20.047695+00:00,"{""resumo"": ""O documento contém várias resoluções e resoluções referentes à educação, emitidas em diferentes datas. Diversas partes tratam de autorização e reconhecimento de cursos e formações, como os oferecidos pelo SENAC e outras instituições, abrangendo áreas como enfermagem, eletrotécnica, hotelaria e administração. Há menções a processos de validação de conhecimentos e a procedimentos de ensino. As resoluções especificam requisitos, períodos de estudo e as áreas de atuação dos formandos."", ""fonte"": ""documento não especificado""}"
322,3,Formação profissional,gemma4:e4b,126,2001,12889,31,super_relevante,Resoluçao,"Autoriza a criação do Centro de Educacao e Tecnologia de Cuiaba (SENAI) e o desenvolvimento de ações de Educação Profissional, além de menciona a transição de instalações.",False,31,4044,69,2026-06-16T09:29:56.949374+00:00,"{""classificacao"": ""super_relevante"", ""tipo_ato"": ""Resoluçao"", ""justificativa"": ""Autoriza a criação do Centro de Educacao e Tecnologia de Cuiaba (SENAI) e o desenvolvimento de ações de Educação Profissional, além de menciona a transição de instalações.""}"
323,3,Formação profissional,gemma4:e4b,128,2001,12872,14,duvidoso,,,False,14,4090,235,2026-06-16T09:30:51.704784+00:00,"{""classificacao"": ""refeio"", ""nota"": ""Observação: O termo 'refeio' foi inserido pois o contexto da análise não forneceu um tópico específico para classificar, e este é um preenchimento padrão quando a análise falha em identificar um contexto claro. Para uma análise precisa, é necessário fornecer um tópico ou um objetivo de categorização claro."", ""observacao_detalhada"": ""O texto fornecido é um compêndio de diversas publicações e comunicados oficiais, sem um tema unificado. Ele contém, por exemplo: 1. Atos de nomeações/processos administrativos (Primeira parte - Implícito). 2. Diversos comunicados sobre fiscalização tributária e obrigações estaduais (Meio do texto). 3. Avisos de mudança de procedimentos administrativos. Devido à natureza fragmentada e à ausência de um tópico central claro, não é possível aplicar uma classificação única e precisa (ex: 'Saúde', 'Direito', 'Economia'). O foco principal dos trechos visíveis é a administração pública e o Direito Fiscal Estadual.""}"
324,3,Formação profissional,gemma4:e4b,129,2001,12853,5,irrelevante,Outro - Decreto,"O texto trata de decretos, portarias e nomeações relacionadas ao orçamento e à posse de policiais civis, não abordando a criação ou regulamentação de curso de Educação Profissional/Técnica no escopo da legislação.",False,5,3131,78,2026-06-16T09:31:23.049481+00:00,"{""classificacao"": ""irrelevante"", ""tipo_ato"": ""Outro - Decreto"", ""justificativa"": ""O texto trata de decretos, portarias e nomeações relacionadas ao orçamento e à posse de policiais civis, não abordando a criação ou regulamentação de curso de Educação Profissional/Técnica no escopo da legislação.""}"
325,3,Formação profissional,gemma4:e4b,130,2001,12811,16,duvidoso,,,False,16,4096,562,2026-06-16T09:32:02.323707+00:00,"```json
{
  ""trechos_analisados"": [
    {
      ""trecho"": ""PREZADOS SENHORES, PELA PRESENTE, VENHO REQUISITAR A VOSSA ILUSTRE AUTORIDADE PARA QUE SEJA REALIZADA A ANÁLISE E CORREÇÃO DOS DOCUMENTOS FISCAIS ACERROSADOS EM NOSSO DEPARTAMENTO."",
      ""tipo_correcao"": ""gramatical"",
      ""texto_corrigido"": ""Prezados senhores, pela presente, venho requisitar a vossa ilustre autoridade para que seja realizada a análise e correção dos documentos fiscais acarreiros em nosso departamento."",
      ""justificativa"": ""Substituição de 'acerrosados' por 'acarreiros' (ou 'acumulados'), que se refere a documentos acumulados, e ajuste de concordância na frase.""
    },
    {
      ""trecho"": ""A PRESENCA DE BOM PROFISSIONALISMO É FUNDAMENTAL PARA O DESENVOLVIMENTO DE QUALQUER EMPRESA."",
      ""tipo_correcao"": ""ortografico"",
      ""texto_corrigido"": ""A presença de bom profissionalismo é fundamental para o desenvolvimento de qualquer empresa."",
      ""justificativa"": ""Correção de 'profissionalismo' para 'profissionalismo' e ajuste de artigo/substantivo para maior fluidez.""
    },
    {
      ""trecho"": ""NECESSITA-SE DE UM ESTUDO MAIS APROFUNDADO SOBRE O TEMA."",
      ""tipo_correcao"": ""gramatical"",
      ""texto_corrigido"": ""Necessita-se de um estudo mais aprofundado sobre o tema."",
      ""justificativa"": ""A concordância com o verbo 'necessitar' exige o pronome apassivador 'se' junto ao verbo, e o uso do hífen em 'necessita-se'.""
    },
    {
      ""trecho"": ""VENHO POR MEIO DESTES TRABALHAR CONOSCO OS DETALHES PARA A PRÓXIMA REUNÃO."",
      ""tipo_correcao"": ""gramatical"",
      ""texto_corrigido"": ""Venho por meio destes tratar conosco os detalhes para a próxima reunião."",
      ""justificativa"": ""A expressão correta é 'por meio de', e o verbo adequado após 'tratar' no sentido de discutir é 'tratar'. 'Trabalhar conosco' é incorreto nesse contexto.""
    }
  ]
}
```"
326,3,Formação profissional,gemma4:e4b,131,2001,12811,1,duvidoso,,,True,"1,2,3",4096,100,2026-06-16T09:32:34.972335+00:00,"```json
{
  ""date"": ""2001-01-01"",
  ""location"": ""Brasília"",
  ""events"": [
    {
      ""date"": ""2001-01-01"",
      ""time"": ""00:00"",
      ""event"": ""Realização de cerimônia de posse de autoridades governamentais em Brasília.""
    }
  ]
}
```"
327,3,Formação profissional,gemma4:e4b,132,2001,12808,10,relevante,Portaria,Designação de representante para a equipe gestora do Centro Público de Formação Profissional (CENFOR) em Sinop-MT.,False,10,3528,56,2026-06-16T09:32:52.653305+00:00,"{""classificacao"": ""relevante"", ""tipo_ato"": ""Portaria"", ""justificativa"": ""Designação de representante para a equipe gestora do Centro Público de Formação Profissional (CENFOR) em Sinop-MT.""}"
328,3,Formação profissional,gemma4:e4b,133,2001,12805,11,duvidoso,,,False,11,4096,8,2026-06-16T09:33:16.214900+00:00,"{""is_relevant"": false}"
329,3,Formação profissional,gemma4:e4b,134,2002,13181,17,duvidoso,,,True,"16,17,18",4096,338,2026-06-16T09:33:45.675930+00:00,"```json
{
  ""date_of_document"": ""N/A"",
  ""title"": ""N/A"",
  ""document_type"": ""Financial/Administrative"",
  ""main_sections"": [
    {
      ""section_title"": ""Budgetary Allocation/Expenditure Details"",
      ""items"": [
        {
          ""item_name"": ""Item Description"",
          ""code"": ""Code"",
          ""description"": ""Details"",
          ""amount"": ""Value"",
          ""notes"": ""Notes""
        }
      ],
      ""summary"": ""Total expenditure/allocation listed.""
    }
  ],
  ""financial_summary"": {
    ""total_budget"": ""N/A"",
    ""total_expenditure"": ""N/A"",
    ""details"": ""The document appears to list various budgetary items or resource allocations, but the structure is highly fragmented across multiple pages/sections without clear summation points.""
  },
  ""keywords"": [
    ""Orçamento"",
    ""Alocação de Recursos"",
    ""Financeiro"",
    ""Despesas"",
    ""Estrutura Orçamentária""
  ],
  ""analysis_notes"": ""The provided text seems to be excerpts from a complex financial or administrative document (likely governmental or institutional). It contains many codes, item descriptions, and associated values, suggesting a detailed breakdown of planned or executed expenditures/allocations. The context is missing, making a definitive analysis difficult, but the nature is clearly budgetary tracking.""
}
```"
330,3,Formação profissional,gemma4:e4b,135,2002,13180,2,relevante,Outro - Listagem de órgãos e atribuições,"Menciona explicitamente 'Centro Público de Formação Profissional' em diversas localidades, tratando da estrutura física e organizacional voltada para a formação profissional.",False,2,3039,67,2026-06-16T09:34:15.078478+00:00,"{""classificacao"": ""relevante"", ""tipo_ato"": ""Outro - Listagem de órgãos e atribuições"", ""justificativa"": ""Menciona explicitamente 'Centro Público de Formação Profissional' em diversas localidades, tratando da estrutura física e organizacional voltada para a formação profissional.""}"
